======================================================================
TOP FEATURES BY CLUSTER RELEVANCE
Dataset: Ant_All, K=4
Samples: 2008, Features: 147
======================================================================

Rank   Feature                                               Relevance
----------------------------------------------------------------------
1      PMD_usdf                                               1.172025
2      PMD_scn                                                1.051739
3      PMD_ctcnse                                             0.911438
4      PMD_rule_type_clone implementation rules               0.689563
5      PMD_clmmic                                             0.535437
6      PMD_sdfnl                                              0.524317
7      PMD_upm                                                0.373102
8      PMD_rule_type_unnecessary and unused code rules        0.166196
9      PMD_rule_type_type resolution rules                    0.144686
10     PMD_uni                                                0.093007
11     PMD_fdsbasoc                                           0.090298
12     PMD_uc                                                 0.086634
13     PMD_usbfsa                                             0.085328
14     PMD_ecb                                                0.081153
15     PMD_pst                                                0.081140
16     PMD_severity_critical                                  0.077627
17     CHANGE_TYPE_other                                      0.074554
18     MOSER_sum_lines_deleted                                0.074224
19     CHANGE_TYPE_interface                                  0.072732
20     ISSUE_minor_improvement                                0.067597
21     HASSAN_whcm                                            0.064459
22     MOSER_bugfix                                           0.063227
23     PMD_rule_type_jakarta commons logging rules            0.056105
24     ISSUE_major_bug                                        0.055712
25     PMD_gdl                                                0.055396
26     ISSUE_major_improvement                                0.054222
27     PMD_gls                                                0.053355
28     PMD_rule_type_naming rules                             0.050822
29     MOSER_max_lines_deleted                                0.049040
30     MOSER_revisions                                        0.048871
31     CHANGE_TYPE_computation                                0.048825
32     CHANGE_TYPE_logic/control                              0.047167
33     CHANGE_TYPE_data                                       0.047111
34     PMD_rfi                                                0.045676
35     PMD_rule_type_optimization rules                       0.045330
36     PMD_uec                                                0.044808
37     PMD_rule_type_string and stringbuffer rules            0.042650
38     PMD_rule_type_java logging rules                       0.041964
39     MOSER_sum_lines_added                                  0.041722
40     MOSER_avg_lines_deleted                                0.040409
41     MOSER_weighted_age                                     0.039887
42     PMD_rule_type_basic rules                              0.039453
43     PMD_asaml                                              0.034563
44     PMD_arp                                                0.032459
45     HASSAN_hcm                                             0.032315
46     PMD_severity_major                                     0.030809
